open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1722729600000,60679.95000000,60679.95000000,60675.76000000,60675.76000000,0.00479000,1722729659999,290.65662530,3,0E-8,0E-8
1722729660000,60675.76000000,60675.76000000,60675.76000000,60675.76000000,0E-8,1722729719999,0E-8,0,0E-8,0E-8
1722729720000,60701.89000000,60701.89000000,60701.89000000,60701.89000000,0.00002000,1722729779999,1.21403780,1,0E-8,0E-8
1722729780000,60720.19000000,60720.19000000,60679.17000000,60679.17000000,0.00004000,1722729839999,2.42798720,2,0.00002000,1.21440380
1722729840000,60720.22000000,60738.78000000,60720.22000000,60738.78000000,0.00369000,1722729899999,224.09565980,2,0.00369000,224.09565980
1722729900000,60706.95000000,60706.95000000,60706.95000000,60706.95000000,0.00003000,1722729959999,1.82120850,1,0E-8,0E-8
1722729960000,60721.47000000,60721.47000000,60721.47000000,60721.47000000,0.00016000,1722730019999,9.71543520,1,0.00016000,9.71543520
1722730020000,60744.34000000,60744.35000000,60744.34000000,60744.35000000,0.00956000,1722730079999,580.71590600,2,0.00956000,580.71590600
1722730080000,60722.84000000,60722.85000000,60678.46000000,60678.46000000,0.00831000,1722730139999,504.60369620,3,0.00824000,500.35620400
1722730140000,60716.58000000,60740.35000000,60716.58000000,60740.35000000,0.00155000,1722730199999,94.11806770,2,0.00031000,18.82950850
1722730200000,60778.32000000,60778.32000000,60745.80000000,60745.80000000,0.00297000,1722730259999,180.41795280,2,0.00297000,180.41795280
1722730260000,60745.82000000,60762.05000000,60745.82000000,60762.05000000,0.10202000,1722730319999,6197.29036100,4,0.10202000,6197.29036100
1722730320000,60757.94000000,60791.49000000,60757.94000000,60791.49000000,0.00256000,1722730379999,155.55039140,3,0.00030000,18.23744700
1722730380000,60803.19000000,60803.19000000,60792.50000000,60792.50000000,0.00442000,1722730439999,268.74988600,2,0.00440000,267.53403600
1722730440000,60790.27000000,60790.27000000,60790.27000000,60790.27000000,0.00665000,1722730499999,404.25529550,1,0.00665000,404.25529550
1722730500000,60790.27000000,60790.27000000,60790.27000000,60790.27000000,0E-8,1722730559999,0E-8,0,0E-8,0E-8
1722730560000,60768.36000000,60768.36000000,60768.36000000,60768.36000000,0.00090000,1722730619999,54.69152400,1,0.00090000,54.69152400
1722730620000,60767.67000000,60767.67000000,60767.67000000,60767.67000000,0.00002000,1722730679999,1.21535340,1,0.00002000,1.21535340
1722730680000,60781.39000000,60800.36000000,60781.39000000,60800.36000000,0.00196000,1722730739999,119.16813650,2,0.00196000,119.16813650
1722730740000,60800.36000000,60800.36000000,60800.36000000,60800.36000000,0E-8,1722730799999,0E-8,0,0E-8,0E-8
1722730800000,60786.31000000,60786.31000000,60786.26000000,60786.26000000,0.00045000,1722730859999,27.35382050,2,0.00045000,27.35382050
1722730860000,60739.75000000,60739.75000000,60739.49000000,60739.49000000,0.00008000,1722730919999,4.85916960,2,0.00008000,4.85916960
1722730920000,60739.49000000,60739.49000000,60739.49000000,60739.49000000,0E-8,1722730979999,0E-8,0,0E-8,0E-8
1722730980000,60721.43000000,60721.43000000,60721.40000000,60721.40000000,0.00004000,1722731039999,2.42885660,2,0.00004000,2.42885660
1722731040000,60674.43000000,60693.32000000,60674.43000000,60693.32000000,0.00158000,1722731099999,95.89506340,4,0.00156000,94.68157480
1722731100000,60647.74000000,60647.74000000,60647.74000000,60647.74000000,0.00662000,1722731159999,401.48803880,1,0E-8,0E-8
1722731160000,60664.24000000,60664.24000000,60664.24000000,60664.24000000,0.00190000,1722731219999,115.26205600,1,0.00190000,115.26205600
1722731220000,60662.94000000,60662.94000000,60662.94000000,60662.94000000,0.00045000,1722731279999,27.29832300,1,0.00045000,27.29832300
1722731280000,60662.94000000,60662.94000000,60662.94000000,60662.94000000,0E-8,1722731339999,0E-8,0,0E-8,0E-8
1722731340000,60662.94000000,60662.94000000,60662.94000000,60662.94000000,0E-8,1722731399999,0E-8,0,0E-8,0E-8
1722731400000,60634.65000000,60634.65000000,60634.65000000,60634.65000000,0.00002000,1722731459999,1.21269300,1,0E-8,0E-8
1722731460000,60664.04000000,60664.04000000,60664.04000000,60664.04000000,0.00002000,1722731519999,1.21328080,1,0.00002000,1.21328080
1722731520000,60664.04000000,60664.04000000,60664.04000000,60664.04000000,0E-8,1722731579999,0E-8,0,0E-8,0E-8
1722731580000,60681.77000000,60698.30000000,60681.77000000,60698.30000000,0.00004000,1722731639999,2.42760140,2,0.00004000,2.42760140
1722731640000,60698.30000000,60698.30000000,60698.30000000,60698.30000000,0E-8,1722731699999,0E-8,0,0E-8,0E-8
1722731700000,60693.14000000,60693.14000000,60693.14000000,60693.14000000,0.00003000,1722731759999,1.82079420,1,0.00003000,1.82079420
1722731760000,60693.14000000,60693.14000000,60693.14000000,60693.14000000,0.00245000,1722731819999,148.69819300,1,0.00245000,148.69819300
1722731820000,60693.14000000,60693.14000000,60693.14000000,60693.14000000,0E-8,1722731879999,0E-8,0,0E-8,0E-8
1722731880000,60693.14000000,60693.14000000,60693.14000000,60693.14000000,0E-8,1722731939999,0E-8,0,0E-8,0E-8
1722731940000,60790.37000000,60790.38000000,60790.37000000,60790.38000000,0.00392000,1722731999999,238.29826730,2,0.00392000,238.29826730
1722732000000,60803.17000000,60803.17000000,60803.17000000,60803.17000000,0.00015000,1722732059999,9.12047550,1,0.00015000,9.12047550
1722732060000,60785.79000000,60785.79000000,60785.79000000,60785.79000000,0.00003000,1722732119999,1.82357370,1,0.00003000,1.82357370
1722732120000,60785.79000000,60785.79000000,60785.79000000,60785.79000000,0E-8,1722732179999,0E-8,0,0E-8,0E-8
1722732180000,60777.42000000,60777.43000000,60766.37000000,60766.37000000,0.00661000,1722732239999,401.73846050,3,0.00661000,401.73846050
1722732240000,60765.43000000,60802.22000000,60765.43000000,60802.22000000,0.00155000,1722732299999,94.24270520,2,0.00155000,94.24270520
1722732300000,60802.22000000,60802.22000000,60802.22000000,60802.22000000,0E-8,1722732359999,0E-8,0,0E-8,0E-8
1722732360000,60736.56000000,60736.56000000,60736.56000000,60736.56000000,0.00038000,1722732419999,23.07989280,1,0E-8,0E-8
1722732420000,60736.56000000,60736.56000000,60736.56000000,60736.56000000,0E-8,1722732479999,0E-8,0,0E-8,0E-8
1722732480000,60766.85000000,60766.85000000,60766.85000000,60766.85000000,0.00002000,1722732539999,1.21533700,1,0.00002000,1.21533700
1722732540000,60766.71000000,60766.71000000,60766.71000000,60766.71000000,0.00041000,1722732599999,24.91435110,1,0.00041000,24.91435110
1722732600000,60766.60000000,60766.60000000,60766.60000000,60766.60000000,0.00050000,1722732659999,30.38330000,1,0.00050000,30.38330000
1722732660000,60766.60000000,60766.65000000,60766.60000000,60766.65000000,0.00214000,1722732719999,130.04056650,3,0.00214000,130.04056650
1722732720000,60772.73000000,60772.73000000,60772.73000000,60772.73000000,0.00002000,1722732779999,1.21545460,1,0.00002000,1.21545460
1722732780000,60772.61000000,60772.61000000,60772.61000000,60772.61000000,0.00003000,1722732839999,1.82317830,1,0.00003000,1.82317830
1722732840000,60772.58000000,60772.58000000,60772.58000000,60772.58000000,0.00032000,1722732899999,19.44722560,1,0.00032000,19.44722560
1722732900000,60772.55000000,60772.55000000,60772.55000000,60772.55000000,0.00003000,1722732959999,1.82317650,1,0.00003000,1.82317650
1722732960000,60772.55000000,60772.55000000,60772.55000000,60772.55000000,0E-8,1722733019999,0E-8,0,0E-8,0E-8
1722733020000,60759.04000000,60759.04000000,60759.04000000,60759.04000000,0.00002000,1722733079999,1.21518080,1,0.00002000,1.21518080
1722733080000,60759.04000000,60759.04000000,60759.04000000,60759.04000000,0E-8,1722733139999,0E-8,0,0E-8,0E-8
1722733140000,60759.04000000,60759.04000000,60759.04000000,60759.04000000,0E-8,1722733199999,0E-8,0,0E-8,0E-8
1722733200000,60774.37000000,60774.37000000,60754.33000000,60754.33000000,0.00441000,1722733259999,267.93982170,2,0.00066000,40.11108420
1722733260000,60754.33000000,60754.33000000,60701.10000000,60701.10000000,0.01757000,1722733319999,1067.39396050,4,0E-8,0E-8
1722733320000,60701.10000000,60701.10000000,60701.10000000,60701.10000000,0E-8,1722733379999,0E-8,0,0E-8,0E-8
1722733380000,60693.14000000,60693.14000000,60609.69000000,60609.69000000,0.06384000,1722733439999,3871.18020660,5,0E-8,0E-8
1722733440000,60609.69000000,60609.69000000,60609.69000000,60609.69000000,0E-8,1722733499999,0E-8,0,0E-8,0E-8
1722733500000,60645.26000000,60645.26000000,60645.26000000,60645.26000000,0.00008000,1722733559999,4.85162080,1,0.00008000,4.85162080
1722733560000,60623.02000000,60623.02000000,60600.01000000,60600.01000000,0.00789000,1722733619999,478.16491230,2,0.00134000,81.23484680
1722733620000,60636.49000000,60636.49000000,60600.00000000,60600.00000000,0.08558000,1722733679999,5186.18378030,16,0.00097000,58.81739530
1722733680000,60600.01000000,60600.01000000,60600.00000000,60600.00000000,0.00285000,1722733739999,172.71000180,4,0.00018000,10.90800180
1722733740000,60600.00000000,60600.00000000,60586.00000000,60586.00000000,0.05185000,1722733799999,3142.10215350,4,0.00008000,4.84688000
1722733800000,60570.33000000,60570.33000000,60570.33000000,60570.33000000,0.00002000,1722733859999,1.21140660,1,0.00002000,1.21140660
1722733860000,60536.69000000,60536.69000000,60476.03000000,60476.03000000,0.01242000,1722733919999,751.57462670,5,0.00160000,96.85685040
1722733920000,60476.03000000,60476.03000000,60476.03000000,60476.03000000,0E-8,1722733979999,0E-8,0,0E-8,0E-8
1722733980000,60582.06000000,60582.06000000,60582.06000000,60582.06000000,0.00002000,1722734039999,1.21164120,1,0.00002000,1.21164120
1722734040000,60597.84000000,60597.84000000,60597.84000000,60597.84000000,0.00003000,1722734099999,1.81793520,1,0.00003000,1.81793520
1722734100000,60614.03000000,60614.03000000,60614.03000000,60614.03000000,0.00004000,1722734159999,2.42456120,1,0.00004000,2.42456120
1722734160000,60614.03000000,60614.03000000,60614.03000000,60614.03000000,0E-8,1722734219999,0E-8,0,0E-8,0E-8
1722734220000,60614.03000000,60614.03000000,60614.03000000,60614.03000000,0E-8,1722734279999,0E-8,0,0E-8,0E-8
1722734280000,60614.03000000,60614.03000000,60614.03000000,60614.03000000,0E-8,1722734339999,0E-8,0,0E-8,0E-8
1722734340000,60628.24000000,60628.24000000,60618.51000000,60618.51000000,0.00522000,1722734399999,316.42881680,2,0E-8,0E-8
1722734400000,60652.04000000,60652.04000000,60652.04000000,60652.04000000,0.00176000,1722734459999,106.74759040,1,0E-8,0E-8
1722734460000,60652.04000000,60652.04000000,60652.04000000,60652.04000000,0E-8,1722734519999,0E-8,0,0E-8,0E-8
1722734520000,60597.57000000,60597.57000000,60597.57000000,60597.57000000,0.00002000,1722734579999,1.21195140,1,0E-8,0E-8
1722734580000,60630.41000000,60637.95000000,60630.41000000,60637.95000000,0.00004000,1722734639999,2.42536720,2,0.00004000,2.42536720
1722734640000,60637.95000000,60637.95000000,60637.95000000,60637.95000000,0E-8,1722734699999,0E-8,0,0E-8,0E-8
1722734700000,60637.95000000,60637.95000000,60637.95000000,60637.95000000,0E-8,1722734759999,0E-8,0,0E-8,0E-8
1722734760000,60637.95000000,60637.95000000,60637.95000000,60637.95000000,0E-8,1722734819999,0E-8,0,0E-8,0E-8
1722734820000,60637.95000000,60637.95000000,60637.95000000,60637.95000000,0E-8,1722734879999,0E-8,0,0E-8,0E-8
1722734880000,60637.95000000,60637.95000000,60637.95000000,60637.95000000,0E-8,1722734939999,0E-8,0,0E-8,0E-8
1722734940000,60577.26000000,60577.26000000,60577.26000000,60577.26000000,0.00002000,1722734999999,1.21154520,1,0.00002000,1.21154520
1722735000000,60577.26000000,60577.26000000,60577.26000000,60577.26000000,0E-8,1722735059999,0E-8,0,0E-8,0E-8
1722735060000,60577.26000000,60577.26000000,60577.26000000,60577.26000000,0E-8,1722735119999,0E-8,0,0E-8,0E-8
1722735120000,60515.00000000,60515.00000000,60515.00000000,60515.00000000,0.12456000,1722735179999,7537.74840000,7,0E-8,0E-8
1722735180000,60533.24000000,60533.24000000,60533.24000000,60533.24000000,0.00002000,1722735239999,1.21066480,1,0.00002000,1.21066480
1722735240000,60515.00000000,60515.00000000,60456.47000000,60456.47000000,0.10936000,1722735299999,6617.63135130,9,0.00549000,331.93830130
1722735300000,60499.54000000,60499.54000000,60499.54000000,60499.54000000,0.00008000,1722735359999,4.83996320,1,0.00008000,4.83996320
1722735360000,60452.40000000,60452.40000000,60420.54000000,60420.54000000,0.00049000,1722735419999,29.60717680,3,0.00003000,1.81357200
1722735420000,60406.52000000,60406.52000000,60309.82000000,60375.46000000,0.26071000,1722735479999,15724.17165250,16,0.00245000,147.96224230
