open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1712275200000,68451.28000000,68451.30000000,68389.40000000,68430.05000000,0.01646000,1712275259999,1126.47831550,8,0.01228000,840.40697250
1712275260000,68389.39000000,68395.00000000,68277.98000000,68395.00000000,0.21359000,1712275319999,14607.65279570,16,0.13365000,9140.24192030
1712275320000,68395.00000000,68395.00000000,68306.21000000,68388.40000000,0.00498000,1712275379999,340.48259700,9,0.00307000,209.92434400
1712275380000,68306.70000000,68376.55000000,68250.70000000,68250.70000000,0.01113000,1712275439999,759.85642420,8,0.00007000,4.78635850
1712275440000,68285.34000000,68349.38000000,68285.30000000,68310.98000000,0.08942000,1712275499999,6106.11928580,19,0.00100000,68.33018000
1712275500000,68310.99000000,68310.99000000,68233.23000000,68234.90000000,0.01256000,1712275559999,857.12702500,8,0.00128000,87.43801020
1712275560000,68326.57000000,68349.36000000,68258.23000000,68258.26000000,0.00881000,1712275619999,601.87268050,12,0.00708000,483.77266060
1712275620000,68349.32000000,68349.32000000,68214.76000000,68214.76000000,0.00221000,1712275679999,150.86469890,9,0.00042000,28.70610380
1712275680000,68214.76000000,68299.29000000,68214.76000000,68299.29000000,0.03509000,1712275739999,2394.24437100,6,0.00050000,34.14964500
1712275740000,68299.29000000,68325.69000000,68299.29000000,68325.69000000,0.01252000,1712275799999,855.32174280,4,0.01252000,855.32174280
1712275800000,68325.69000000,68325.69000000,68255.59000000,68315.60000000,0.01452000,1712275859999,991.97296100,5,0.01446000,987.87762560
1712275860000,68315.60000000,68315.60000000,68315.60000000,68315.60000000,0.00003000,1712275919999,2.04946800,1,0.00003000,2.04946800
1712275920000,68315.60000000,68315.60000000,68315.60000000,68315.60000000,0.00544000,1712275979999,371.63686400,1,0.00544000,371.63686400
1712275980000,68300.00000000,68315.60000000,68242.20000000,68315.60000000,0.23105000,1712276039999,15773.90230230,9,0.00970000,662.66132000
1712276040000,68310.69000000,68310.69000000,68310.69000000,68310.69000000,0.00006000,1712276099999,4.09864140,2,0.00006000,4.09864140
1712276100000,68310.69000000,68310.69000000,68293.86000000,68293.86000000,0.01005000,1712276159999,686.35471150,8,0.01005000,686.35471150
1712276160000,68349.38000000,68349.38000000,68349.38000000,68349.38000000,0.00181000,1712276219999,123.71237780,1,0.00181000,123.71237780
