open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1730332800000,72472.22000000,72472.22000000,72355.85000000,72355.85000000,0.02050000,1730332859999,1483.29856050,5,0.00003000,2.17416660
1730332860000,72355.85000000,72355.85000000,72355.85000000,72355.85000000,0E-8,1730332919999,0E-8,0,0E-8,0E-8
1730332920000,72356.05000000,72356.08000000,72323.17000000,72323.20000000,0.15210000,1730332979999,11003.82358180,16,0E-8,0E-8
1730332980000,72323.20000000,72463.47000000,72323.19000000,72463.47000000,0.01056000,1730333039999,764.00924490,16,0.00197000,142.75303590
1730333040000,72463.17000000,72463.17000000,72462.71000000,72462.71000000,0.00366000,1730333099999,265.21497520,5,0.00366000,265.21497520
1730333100000,72462.71000000,72462.71000000,72462.71000000,72462.71000000,0E-8,1730333159999,0E-8,0,0E-8,0E-8
1730333160000,72447.15000000,72447.15000000,72323.24000000,72446.62000000,0.00209000,1730333219999,151.37973740,3,0.00181000,131.12923020
1730333220000,72415.88000000,72415.88000000,72415.88000000,72415.88000000,0.00010000,1730333279999,7.24158800,1,0E-8,0E-8
1730333280000,72377.23000000,72377.23000000,72323.17000000,72323.17000000,0.00078000,1730333339999,56.41855380,3,0.00012000,8.68526160
1730333340000,72323.26000000,72323.26000000,72323.26000000,72323.26000000,0.00045000,1730333399999,32.54546700,2,0E-8,0E-8
1730333400000,72398.99000000,72398.99000000,72398.99000000,72398.99000000,0.00034000,1730333459999,24.61565660,1,0.00034000,24.61565660
1730333460000,72398.99000000,72398.99000000,72398.99000000,72398.99000000,0E-8,1730333519999,0E-8,0,0E-8,0E-8
1730333520000,72323.27000000,72419.38000000,72323.27000000,72419.38000000,0.01255000,1730333579999,908.84303200,3,0.01234000,893.65514530
1730333580000,72419.38000000,72419.38000000,72419.38000000,72419.38000000,0E-8,1730333639999,0E-8,0,0E-8,0E-8
1730333640000,72419.38000000,72419.38000000,72419.38000000,72419.38000000,0E-8,1730333699999,0E-8,0,0E-8,0E-8
1730333700000,72323.29000000,72323.29000000,72297.09000000,72297.09000000,0.05936000,1730333759999,4292.88108560,6,0E-8,0E-8
1730333760000,72409.93000000,72409.93000000,72409.93000000,72409.93000000,0.00152000,1730333819999,110.06309360,1,0.00152000,110.06309360
1730333820000,72297.09000000,72297.09000000,72270.54000000,72270.54000000,0.00017000,1730333879999,12.28864680,2,0.00010000,7.22970900
1730333880000,72297.09000000,72351.66000000,72297.09000000,72351.66000000,0.00492000,1730333939999,355.94288220,2,0.00492000,355.94288220
1730333940000,72351.66000000,72351.66000000,72351.66000000,72351.66000000,0E-8,1730333999999,0E-8,0,0E-8,0E-8
1730334000000,72275.31000000,72350.14000000,72256.10000000,72350.14000000,0.02907000,1730334059999,2101.53968770,5,0.01109000,802.36305260
1730334060000,72350.14000000,72350.14000000,72350.14000000,72350.14000000,0E-8,1730334119999,0E-8,0,0E-8,0E-8
1730334120000,72348.28000000,72348.28000000,72348.28000000,72348.28000000,0.00077000,1730334179999,55.70817560,1,0.00077000,55.70817560
1730334180000,72347.82000000,72347.82000000,72222.68000000,72222.68000000,0.00490000,1730334239999,353.98394530,4,0.00073000,52.81390860
1730334240000,72222.68000000,72222.68000000,72222.68000000,72222.68000000,0E-8,1730334299999,0E-8,0,0E-8,0E-8
1730334300000,72222.68000000,72222.68000000,72222.68000000,72222.68000000,0E-8,1730334359999,0E-8,0,0E-8,0E-8
1730334360000,72222.68000000,72222.68000000,72222.68000000,72222.68000000,0E-8,1730334419999,0E-8,0,0E-8,0E-8
1730334420000,72222.68000000,72222.68000000,72222.68000000,72222.68000000,0E-8,1730334479999,0E-8,0,0E-8,0E-8
1730334480000,72222.68000000,72222.68000000,72222.68000000,72222.68000000,0E-8,1730334539999,0E-8,0,0E-8,0E-8
1730334540000,72342.82000000,72342.82000000,72233.04000000,72233.04000000,0.00112000,1730334599999,80.95918820,3,0.00053000,38.34169460
1730334600000,72233.04000000,72233.04000000,72233.04000000,72233.04000000,0E-8,1730334659999,0E-8,0,0E-8,0E-8
1730334660000,72233.04000000,72233.04000000,72122.74000000,72122.74000000,0.01268000,1730334719999,914.82178360,11,0E-8,0E-8
1730334720000,72099.99000000,72099.99000000,72099.99000000,72099.99000000,0.00277000,1730334779999,199.71697230,2,0.00277000,199.71697230
1730334780000,72094.45000000,72099.64000000,72094.45000000,72099.64000000,0.00048000,1730334839999,34.60746390,3,0.00041000,29.56085240
1730334840000,72100.00000000,72100.00000000,72100.00000000,72100.00000000,0.02220000,1730334899999,1600.62000000,2,0.02220000,1600.62000000
1730334900000,72157.58000000,72212.15000000,72157.58000000,72212.15000000,0.01117000,1730334959999,806.01162830,2,0.01117000,806.01162830
1730334960000,72211.66000000,72211.66000000,72211.66000000,72211.66000000,0.00242000,1730335019999,174.75221720,1,0.00242000,174.75221720
1730335020000,72210.43000000,72210.43000000,72210.43000000,72210.43000000,0.00003000,1730335079999,2.16631290,1,0.00003000,2.16631290
1730335080000,72210.43000000,72210.43000000,72210.43000000,72210.43000000,0E-8,1730335139999,0E-8,0,0E-8,0E-8
1730335140000,72085.69000000,72085.69000000,72085.69000000,72085.69000000,0.00021000,1730335199999,15.13799490,1,0E-8,0E-8
1730335200000,72085.69000000,72085.69000000,72063.09000000,72063.09000000,0.00721000,1730335259999,519.65341740,6,0E-8,0E-8
